gene,environment,n_replicates,replicate_pre_effects,replicate_post_effects,mean_pre_effect,mean_post_effect,suppression_fraction,category,baseline_effect_size_pass,baseline_direction_concordant,post_direction_concordant,replicate_retention_eligible
ABCE1,hydrogel,2,0.0226557;-0.0306727,0.0639925;0.232709,-0.004008477492599027,0.14835052644390068,,insufficient,False,False,True,False
ABCE1,plastic,2,0.0797274;0.134224,0.0800066;0.19483,0.10697562400430005,0.13741823896004934,,insufficient,False,False,True,False
ABCF1,hydrogel,2,0.30039;0.329603,0.167694;0.101348,0.31499630625654973,0.13452119345160085,,insufficient,False,False,True,False
ABCF1,plastic,2,0.363886;0.409233,-0.0105575;0.118216,0.38655930155810037,0.05382914762564983,,insufficient,False,False,False,False
ABCF2,hydrogel,2,0.118878;0.261755,-0.124807;0.160763,0.1903164859114499,0.01797804333070019,,insufficient,False,False,False,False
ABCF2,plastic,2,-0.203923;-0.0652084,0.175685;-0.179094,-0.13456567083805027,-0.0017047956236506678,,insufficient,False,False,False,False
ABCF2-H2BE1,hydrogel,2,0.0142624;-0.0767028,0.125764;0.0755533,-0.031220221054149455,0.10065873148290017,,insufficient,False,False,True,False
ABCF2-H2BE1,plastic,2,0.178541;-0.0344472,0.0819618;0.221244,0.07204705921604937,0.1516028362473003,,insufficient,False,False,True,False
ABCF2P1,hydrogel,2,0.00167842;0.00275637,0.00235891;0.0067882,0.0022173972817399745,0.0045735533829849295,,insufficient,False,False,True,False
ABCF2P1,plastic,2,0.079423;-0.115007,0.0760757;0.00441383,-0.01779183999147005,0.040244781826725085,,insufficient,False,False,True,False
ABCF2P2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABCF2P2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABCF3,hydrogel,2,0.0304596;-0.0118085,-0.0694079;-0.0653449,0.009325541514400904,-0.06737640101269982,,insufficient,False,False,True,False
ABCF3,plastic,2,0.164563;0.0458054,0.0487196;-0.250717,0.10518419637614951,-0.10099860527095039,,insufficient,False,False,False,False
ABCG1,hydrogel,2,0.391956;0.115476,0.0949669;0.834504,0.2537160488435344,0.46473556232091884,,insufficient,False,False,True,False
ABCG1,plastic,2,0.616168;0.132002,-0.241703;-0.0610086,0.37408487916703503,-0.15135602849048446,,insufficient,False,False,True,False
ABCG2,hydrogel,2,0.64174;0.263851,0.925378;0.90765,0.45279554042486536,0.9165142210294053,,insufficient,False,False,True,False
ABCG2,plastic,2,0.778056;0.61565,0.949786;0.967291,0.696853201033115,0.9585385513195148,-0.37552435706464427,enhanced_or_reprogrammed,True,True,True,True
ABCG4,hydrogel,2,0.560343;0.842389,-0.467734;0.576179,0.7013661021643149,0.054222613437669764,0.9226899998868685,suppressed,True,True,False,True
ABCG4,plastic,2,0.273742;1.03672,-0.32718;-0.319684,0.6552333744929904,-0.3234318578338051,1.493613223050599,suppressed,True,False,True,False
ABCG5,hydrogel,2,-0.350105;-0.0721045,-0.0491213;-0.145803,-0.21110480025061507,-0.09746209813435502,,insufficient,False,False,True,False
ABCG5,plastic,2,-0.375091;-0.0520316,0.000385728;0.0570985,-0.2135611789129951,0.028742110693554923,,insufficient,False,False,True,False
ABCG8,hydrogel,2,-0.311548;0.00165193,0.0492803;-0.117522,-0.15494802230123905,-0.03412066825555954,,insufficient,False,False,False,False
ABCG8,plastic,2,0.00265199;0.361856,0.0460983;-0.0313688,0.18225400198535746,0.007364750076702453,,insufficient,False,False,False,False
ABHD1,hydrogel,2,-0.0883869;0.590266,-0.264831;1.48827,0.25093938243540004,0.611717420809835,,insufficient,False,False,False,False
ABHD1,plastic,2,0.0640603;0.296006,-0.0412957;-0.487956,0.18003310421734997,-0.2646257498196549,,insufficient,False,False,True,False
ABHD10,hydrogel,2,-0.313113;-0.375248,0.164286;0.133515,-0.3441804077918498,0.14890024089459963,,insufficient,False,False,True,False
ABHD10,plastic,2,-0.151426;-0.154488,0.205468;0.0187173,-0.15295673402294963,0.11209260670900001,,insufficient,False,False,True,False
ABHD11,hydrogel,2,0.0182942;-0.0926083,0.0726585;-0.251801,-0.03715705485212517,-0.0895711991501793,,insufficient,False,False,False,False
ABHD11,plastic,2,-0.0500599;-0.464004,0.0668857;-0.0984497,-0.2570318269237548,-0.015781995165730756,,insufficient,False,False,False,False
ABHD11-AS1,hydrogel,2,0.176165;-0.103045,0.149113;-0.290131,0.03655981833405497,-0.07050913119279012,,insufficient,False,False,False,False
ABHD11-AS1,plastic,2,0.51995;0.332177,0.179378;0.434604,0.42606339047822517,0.3069911497291751,,insufficient,False,False,True,False
ABHD12,hydrogel,2,0.659912;0.579719,0.238627;0.286368,0.6198155224991995,0.26249714651984934,0.5764914930471294,partially_retained,True,True,True,True
ABHD12,plastic,2,0.654216;0.860207,0.265274;0.256786,0.7572113578822002,0.26102985056410066,0.6552747818070774,partially_retained,True,True,True,True
ABHD12B,hydrogel,2,-0.256802;0.526315,-0.139438;1.16688,0.13475642376341002,0.5137206677589603,,insufficient,False,False,False,False
ABHD12B,plastic,2,-0.0496294;-0.0121694,-0.738844;0.535083,-0.030899385645309918,-0.10188066340048985,,insufficient,False,False,False,False
ABHD13,hydrogel,2,-0.111914;-0.232475,-0.065333;-0.0196818,-0.17219464022465036,-0.04250735900069902,,insufficient,False,False,True,False
ABHD13,plastic,2,-0.0526939;-0.0767565,-0.0889625;-0.0899318,-0.06472521967970124,-0.08944715550304938,,insufficient,False,False,True,False
ABHD14A,hydrogel,2,-0.100484;-0.123313,-0.0881138;-0.0745533,-0.11189829903020598,-0.08133355242840512,,insufficient,False,False,True,False
ABHD14A,plastic,2,-0.0202031;-0.0136898,0.0889626;-0.0250324,-0.016946453720730226,0.03196509251970969,,insufficient,False,False,False,False
ABHD14A-ACY1,hydrogel,2,0.430165;-0.520221,-0.358783;0.189621,-0.045027941981609754,-0.08458135168291037,,insufficient,False,False,False,False
ABHD14A-ACY1,plastic,2,-0.268946;-0.136981,-0.194732;0.392318,-0.20296349767437505,0.09879271331837014,,insufficient,False,False,False,False
ABHD14B,hydrogel,2,-0.754026;-0.625742,-0.136399;-0.284885,-0.6898837340937201,-0.2106420629860999,0.6946701993737914,partially_retained,True,True,True,True
ABHD14B,plastic,2,-0.702312;-0.102824,-0.0562651;0.00898393,-0.4025680398843594,-0.02364060372494947,,insufficient,False,False,False,False
ABHD15,hydrogel,2,0.427168;0.199172,0.0458454;0.0677553,0.3131702140608539,0.05680038220624972,,insufficient,False,False,True,False
ABHD15,plastic,2,-0.143984;0.0695043,-0.291634;0.200352,-0.03724008238095511,-0.045641065974770356,,insufficient,False,False,False,False
ABHD15-AS1,hydrogel,2,0.000517751;0.000855814,0.0956192;0.468619,0.0006867824503054981,0.28211892878565603,,insufficient,False,False,True,False
ABHD15-AS1,plastic,2,0.00137405;0.0413737,0.000163542;0.00144925,0.021373881850223514,0.0008063940659315122,,insufficient,False,False,True,False
ABHD16A,hydrogel,2,-0.0506213;-0.0109013,0.0951514;0.124423,-0.030761305232149816,0.10978705977900027,,insufficient,False,False,True,False
ABHD16A,plastic,2,0.0277336;-0.0201083,0.0146675;0.0515308,0.003812629986600591,0.03309918791974997,,insufficient,False,False,True,False
ABHD16B,hydrogel,2,0.000320489;0.00052632,0.000789283;0.00851239,0.00042340446610511506,0.0046508370064899385,,insufficient,False,False,True,False
ABHD16B,plastic,2,0.000884207;-0.00032991,0.000106259;0.000842805,0.00027714843307968806,0.00047453187325485757,,insufficient,False,False,True,False
ABHD17A,hydrogel,2,0.211624;0.115178,0.0860426;-0.0499073,0.16340093932815059,0.018067655794750337,,insufficient,False,False,False,False
ABHD17A,plastic,2,-0.108087;0.0689172,0.0912008;-0.157506,-0.01958482189254962,-0.033152602831949984,,insufficient,False,False,False,False
ABHD17AP1,hydrogel,2,0.254923;-0.161242,-0.0716621;0.134574,0.04684077209240106,0.03145615169729543,,insufficient,False,False,False,False
ABHD17AP1,plastic,2,-0.0372918;-0.42833,-0.0428997;0.00262512,-0.23281108335418044,-0.02013729112028051,,insufficient,False,False,False,False
ABHD17AP3,hydrogel,2,0.0984936;-0.043844,0.141722;0.221336,0.027324800544539896,0.18152902049421504,,insufficient,False,False,True,False
ABHD17AP3,plastic,2,-0.116605;0.388581,0.174368;0.616296,0.13598775589090506,0.39533234211160495,,insufficient,False,False,True,False
ABHD17AP4,hydrogel,2,-0.0830364;0.000633985,0.000856088;0.105885,-0.04120118929484298,0.05337060386751151,,insufficient,False,False,True,False
ABHD17AP4,plastic,2,0.00101621;-0.249917,0.000120894;0.060175,-0.12445044787642764,0.030147930287378985,,insufficient,False,False,True,False
ABHD17AP5,hydrogel,2,0.000319751;0.00119623,0.0819046;0.00456504,0.0007579920945439689,0.043234808769338995,,insufficient,False,False,True,False
ABHD17AP5,plastic,2,-0.0351727;-0.00081671,0.111889;0.0482725,-0.01799472914593353,0.0800807201095795,,insufficient,False,False,True,False
ABHD17AP6,hydrogel,2,0.0317337;-0.0585485,0.00332603;-0.0248952,-0.013407376839314922,-0.010784602133929955,,insufficient,False,False,False,False
ABHD17AP6,plastic,2,0.00372604;-0.00139024,0.0612142;0.00355157,0.0011679018387649176,0.03238287592695499,,insufficient,False,False,True,False
ABHD17AP7,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABHD17AP7,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABHD17AP8,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABHD17AP8,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABHD17AP9,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABHD17AP9,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
ABHD17B,hydrogel,2,-0.21647;-0.27611,-0.0686682;-0.198123,-0.2462897250237006,-0.13339540192185062,,insufficient,False,False,True,False
ABHD17B,plastic,2,-0.235653;-0.173581,0.00340083;0.363076,-0.20461680911760016,0.18323836478769984,,insufficient,False,False,True,False
ABHD17C,hydrogel,2,-0.500792;-0.544284,-0.133426;0.0322517,-0.5225381063677501,-0.05058704707615025,0.9031897454756185,suppressed,True,True,False,True
ABHD17C,plastic,2,-0.645844;-0.616819,-0.290175;0.00293152,-0.63133157221605,-0.1436217393925494,0.7725098098794271,suppressed,True,True,False,True
ABHD18,hydrogel,2,-0.102328;-0.0915546,0.123286;-0.297281,-0.09694125739197013,-0.08699754387512915,,insufficient,False,False,False,False
ABHD18,plastic,2,-0.195216;0.140469,-0.248028;0.00985677,-0.027373297400479224,-0.11908550606197466,,insufficient,False,False,False,False
ABHD2,hydrogel,2,-0.34909;-0.862686,0.62549;0.233973,-0.6058878305272009,0.4297314404156305,1.7092590719996943,suppressed,True,False,True,False
ABHD2,plastic,2,0.0280428;-0.584403,-0.0928402;0.274009,-0.27818010273242066,0.09058458611364006,,insufficient,False,False,False,False
ABHD3,hydrogel,2,0.324266;0.434367,-0.369006;-0.106633,0.3793163514471596,-0.23781981479666037,,insufficient,False,False,True,False
ABHD3,plastic,2,0.421752;0.384022,0.256305;0.295401,0.4028866699197087,0.27585301711089993,,insufficient,False,False,True,False
ABHD4,hydrogel,2,0.530805;0.431561,0.412207;-0.186738,0.48118325122550054,0.11273408122300044,,insufficient,False,False,False,False
ABHD4,plastic,2,0.436878;-0.0612527,0.203345;-0.170475,0.18781254163590066,0.016434976681250824,,insufficient,False,False,False,False
ABHD5,hydrogel,2,-0.0453891;-0.0619034,0.0770664;-0.123075,-0.053646252978799325,-0.023004134899699658,,insufficient,False,False,False,False
ABHD5,plastic,2,-0.158135;0.015875,-0.0497183;-0.177986,-0.07112977315499958,-0.11385241244325073,,insufficient,False,False,True,False
ABHD6,hydrogel,2,1.41375;1.14878,0.338972;0.295942,1.2812649946493595,0.3174565980343802,0.7522318963211372,suppressed,True,True,True,True
ABHD6,plastic,2,1.02024;0.954039,0.215087;0.642315,0.9871403921558803,0.4287012348505854,0.5657140177251618,partially_retained,True,True,True,True
ABHD8,hydrogel,2,0.174637;0.405504,0.0648156;-0.0660747,0.2900707976493502,-0.0006295541354797152,,insufficient,False,False,False,False
ABHD8,plastic,2,0.234948;0.373234,-0.213547;-0.294575,0.3040909501113953,-0.2540606482214596,,insufficient,False,False,True,False
ABI1,hydrogel,2,-0.0601683;-0.174444,0.0613375;0.123356,-0.11730600963175064,0.09234683790740039,,insufficient,False,False,True,False
ABI1,plastic,2,-0.202029;-0.0988494,0.0175701;-0.0137343,-0.15043930289760077,0.0019178722310488894,,insufficient,False,False,False,False
ABI1P1,hydrogel,2,0.000467106;0.000767102,0.00115037;0.0018981,0.0006171038852949007,0.0015242346960049336,,insufficient,False,False,True,False
ABI1P1,plastic,2,0.00128871;-0.000480838,-0.0208622;0.00122837,0.00040393852344999814,-0.009816920906394966,,insufficient,False,False,False,False
ABI2,hydrogel,2,-0.29103;0.354468,-0.356874;-0.0279538,0.03171870703649926,-0.1924139719734006,,insufficient,False,False,True,False
ABI2,plastic,2,-0.0341348;-0.0504691,-0.075199;-0.0921118,-0.04230196507250028,-0.08365539775739972,,insufficient,False,False,True,False
ABI3,hydrogel,2,-1.59236;-1.58001,-0.879381;-0.583116,-1.586183372955005,-0.7312484396868846,0.5389887120525076,partially_retained,True,True,True,True
ABI3,plastic,2,-0.228003;-0.190965,0.11388;-0.468816,-0.20948412855297005,-0.17746769221967496,,insufficient,False,False,False,False
ABI3BP,hydrogel,2,-0.519579;-1.24237,-0.447662;-0.706379,-0.8809743291643297,-0.5770205447522301,0.3450200242502215,partially_retained,True,True,True,True
ABI3BP,plastic,2,0.473648;-0.720061,-0.448402;-0.480094,-0.1232062758321737,-0.4642482071516305,,insufficient,False,False,True,False
ABITRAM,hydrogel,2,-0.223068;-0.191215,-0.00675583;-0.0382288,-0.20714139235974915,-0.022492298482648998,,insufficient,False,False,True,False
ABITRAM,plastic,2,0.0319075;0.0857053,-0.013363;-0.0725177,0.05880638496974999,-0.04294032408664972,,insufficient,False,False,True,False
ABITRAMP1,hydrogel,2,0.000794764;0.0013052,0.0019573;0.00322956,0.0010499801035250833,0.0025934306071400126,,insufficient,False,False,True,False
ABITRAMP1,plastic,2,0.0021927;-0.0544578,0.000263506;0.00209003,-0.026132573473640064,0.0011767684691549318,,insufficient,False,False,True,False
ABL1,hydrogel,2,0.313761;0.539488,-0.645887;0.0453139,0.42662446054520053,-0.3002863259047004,,insufficient,False,False,False,False
ABL1,plastic,2,0.174522;0.225021,-0.0750743;-0.262262,0.19977129796579973,-0.16866816879224977,,insufficient,False,False,True,False
ABL2,hydrogel,2,0.314129;0.586175,0.273606;-0.0382029,0.4501520095037703,0.11770139557709491,,insufficient,False,False,False,False
ABL2,plastic,2,0.441981;-0.366251,0.245793;0.501635,0.037864875444005186,0.3737139596052801,,insufficient,False,False,True,False
ABLIM1,hydrogel,2,0.849576;0.39204,-0.273446;0.288902,0.6208078527659859,0.007728214837404934,0.9875513577945702,suppressed,True,False,False,False
ABLIM1,plastic,2,0.687121;1.09142,1.00795;1.07439,0.8892722571828351,1.0411736137864995,-0.17081535533884695,enhanced_or_reprogrammed,True,True,True,True
ABLIM2,hydrogel,2,0.280729;-0.308614,0.313508;0.256429,-0.013942345381425136,0.2849684382702,,insufficient,False,False,True,False
ABLIM2,plastic,2,-0.213052;0.2121,0.20081;-0.0997478,-0.0004759184837499486,0.050531154905144815,,insufficient,False,False,False,False
ABLIM3,hydrogel,2,0.623561;0.528648,0.377847;0.648417,0.5761046138458701,0.5131320528622902,0.10930751025095486,fully_retained,True,True,True,True
ABLIM3,plastic,2,0.795958;0.64243,0.638803;0.691847,0.7191937618137896,0.6653248844183794,0.07490175840729496,fully_retained,True,True,True,True
ABO,hydrogel,2,0.000690843;0.00114058,-0.0408704;0.00288516,0.0009157117309365054,-0.018992599752039013,,insufficient,False,False,False,False
ABO,plastic,2,0.0562841;-0.626925,0.000219939;0.00191246,-0.2853202892064705,0.0010662014039185125,,insufficient,False,False,True,False
ABR,hydrogel,2,0.35154;0.166109,-0.346258;-0.546842,0.2588245595123153,-0.4465502995304904,,insufficient,False,False,True,False
ABR,plastic,2,0.600964;0.377594,0.0615846;0.196531,0.48927909878361486,0.1290579597480903,,insufficient,False,False,True,False
ABRA,hydrogel,2,-0.472553;0.664961,-0.329568;0.106491,0.09620406554444982,-0.1115385021339248,,insufficient,False,False,False,False
ABRA,plastic,2,-0.0289119;-0.266556,0.0481247;0.00789374,-0.14773402605279018,0.028009211639310028,,insufficient,False,False,True,False
ABRACL,hydrogel,2,0.575659;0.616539,0.049987;0.232957,0.5960990155447492,0.1414721818400002,0.7626699958383342,suppressed,True,True,True,True
ABRACL,plastic,2,0.506126;0.466495,-0.0191584;0.276931,0.4863102836208508,0.12888623666319887,,insufficient,False,False,False,False
ABRAXAS1,hydrogel,2,-0.730032;-0.940455,-0.211395;-0.719851,-0.8352435712552442,-0.465622851535195,0.44253045751021514,partially_retained,True,True,True,True
ABRAXAS1,plastic,2,-0.568977;-1.03494,-0.424907;-0.4603,-0.8019587710326146,-0.44260388537888495,0.44809645911225426,partially_retained,True,True,True,True
ABRAXAS2,hydrogel,2,0.123998;-0.00342872,0.000118179;0.0410302,0.060284682657499644,0.020574179164900563,,insufficient,False,False,True,False
ABRAXAS2,plastic,2,0.0288377;0.222971,0.0249372;-0.0217294,0.12590419276360088,0.0016039260139502076,,insufficient,False,False,False,False
ABT1,hydrogel,2,-0.0356614;0.131436,0.152171;0.0939082,0.0478873681195493,0.12303982634704891,,insufficient,False,False,True,False
ABT1,plastic,2,0.0180389;-0.0036138,-0.0974706;-0.139999,0.007212527512700184,-0.11873502717225026,,insufficient,False,False,True,False
ABT1P1,hydrogel,2,0.000886937;0.0214101,-0.0377227;0.0036041,0.011148511773819925,-0.017059318768145038,,insufficient,False,False,False,False
ABT1P1,plastic,2,0.002447;-0.000913011,0.0202476;0.00233242,0.0007669946937499672,0.01129000436519989,,insufficient,False,False,True,False
ABTB1,hydrogel,2,0.0210628;-0.17042,0.181861;-0.0972637,-0.07467872099469908,0.04229867408100052,,insufficient,False,False,False,False
ABTB1,plastic,2,-0.803947;-0.607168,-0.100393;0.0481339,-0.705557249609206,-0.026129344720899894,0.962966371991256,suppressed,True,True,False,True
ABTB2,hydrogel,2,-0.549543;-0.22281,-0.82545;0.401887,-0.38617622962155007,-0.21178139373414018,,insufficient,False,False,False,False
ABTB2,plastic,2,0.196708;0.707204,0.223994;0.179891,0.45195600344640496,0.20194222854623511,,insufficient,False,False,True,False
AC000032.1,hydrogel,2,-0.416329;-0.159978,0.321798;0.0955912,-0.28815364925203,0.20869480179474498,,insufficient,False,False,True,False
AC000032.1,plastic,2,0.0550321;-0.152381,0.618458;-0.554775,-0.0486744817277498,0.031841615621819974,,insufficient,False,False,False,False
AC000035.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AC000035.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AC000036.1,hydrogel,2,-0.215974;0.00291467,0.00151213;0.00619135,-0.10652987988956586,0.003851740884505017,,insufficient,False,False,True,False
AC000036.1,plastic,2,0.00314302;-0.0417551,-0.0388326;0.00466731,-0.01930606344429997,-0.01708264351341504,,insufficient,False,False,False,False
